id,Title,Content,Excerpt,"Post Type",Permalink,"Image URL","Image Filename","Image Path","Image ID","Image Featured",Type,Status,Country,Features,Labels,State,City,Area,fave_property_size,fave_property_location,fave_additional_features_enable
17958,"Amwaj Seafront","<p>Perfectly perched  on the shores of the Indian Ocean at Tudor, Mombasa, Amwaj Seafront Venue is the ideal choice for most events in Mombasa. It features airy light filled floor to ceiling windows offering unrivalled views of the Indian Ocean at the creek. Whether you’re planning a relaxed waterfront wedding, corporate function, cocktail party, or birthday dinner, Amwaj Seafront can accommodate you with its versatile open-plan floor layouts. Hire the entire space exclusively for larger events or host an intimate celebration in the semi-private garden.</p>
<p>It can accommodate up to 450 pax.</p>
",,property,https://blvdguide.com/property/amwaj-seafront/,https://blvdguide.com/wp-content/uploads/2024/06/IMG_1500-scaled.jpg|https://blvdguide.com/wp-content/uploads/2024/06/IMG_1492-scaled.jpg|https://blvdguide.com/wp-content/uploads/2024/06/IMG_1493-scaled.jpg|https://blvdguide.com/wp-content/uploads/2024/06/IMG_1496-scaled.jpg|https://blvdguide.com/wp-content/uploads/2024/06/IMG_1493-1-scaled.jpg|https://blvdguide.com/wp-content/uploads/2024/06/IMG_1496-1-scaled.jpg|https://blvdguide.com/wp-content/uploads/2024/06/IMG_1501-scaled.jpg|https://blvdguide.com/wp-content/uploads/2024/06/IMG_1502-scaled.jpg,IMG_1500-scaled.jpg|IMG_1492-scaled.jpg|IMG_1493-scaled.jpg|IMG_1496-scaled.jpg|IMG_1493-1-scaled.jpg|IMG_1496-1-scaled.jpg|IMG_1501-scaled.jpg|IMG_1502-scaled.jpg,/home1/swaffilm/public_html/wp-content/uploads/2024/06/IMG_1500-scaled.jpg|/home1/swaffilm/public_html/wp-content/uploads/2024/06/IMG_1492-scaled.jpg|/home1/swaffilm/public_html/wp-content/uploads/2024/06/IMG_1493-scaled.jpg|/home1/swaffilm/public_html/wp-content/uploads/2024/06/IMG_1496-scaled.jpg|/home1/swaffilm/public_html/wp-content/uploads/2024/06/IMG_1493-1-scaled.jpg|/home1/swaffilm/public_html/wp-content/uploads/2024/06/IMG_1496-1-scaled.jpg|/home1/swaffilm/public_html/wp-content/uploads/2024/06/IMG_1501-scaled.jpg|/home1/swaffilm/public_html/wp-content/uploads/2024/06/IMG_1502-scaled.jpg,17392|17386|17387|17388|17390|17391|17393|17394,https://blvdguide.com/wp-content/uploads/2024/06/IMG_1500-scaled.jpg,"Wedding Hall",Verified,Kenya,,Waterfront,Mombasa,,Tudor,400,"0,0,0",enable
17959,"Imaara Mall Event Space","<p>Imaara Mall event space with a capacity of up to 5000 pax is available for all your large events.</p>
",,property,https://blvdguide.com/property/imaara-mall-event-space/,https://blvdguide.com/wp-content/uploads/2025/02/PSX_20250224_095528.jpg|https://blvdguide.com/wp-content/uploads/2025/02/PSX_20250224_095438.jpg|https://blvdguide.com/wp-content/uploads/2025/02/PSX_20250224_095554.jpg|https://blvdguide.com/wp-content/uploads/2025/02/PSX_20250224_095625.jpg,PSX_20250224_095528.jpg|PSX_20250224_095438.jpg|PSX_20250224_095554.jpg|PSX_20250224_095625.jpg,/home1/swaffilm/public_html/wp-content/uploads/2025/02/PSX_20250224_095528.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/02/PSX_20250224_095438.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/02/PSX_20250224_095554.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/02/PSX_20250224_095625.jpg,17985|17984|17986|17987,https://blvdguide.com/wp-content/uploads/2025/02/PSX_20250224_095528.jpg,"Indoor Space",Verified,Kenya,"Amenities>24/7 Access|Amenities>Parking|Events &amp; Experiences>Performance|Events &amp; Experiences>Press Conference|Events &amp; Experiences>Townhall Meeting|Events &amp; Experiences>Wedding",Indoor,Nairobi,Nairobi,"Mombasa Road",4000,"'-1.3285828959735992,36.87569051061958",enable
17964,"Wempa Garden","<p>Ever dreamed of tying the knot amongst a picturesque garden backdrop? Zamani Za Kale could be the perfect place for you! Combining rustic charm and seamless modern service, this enchanting Kabati – Kenol venue is perfect for hosting relaxed garden events.</p>
<p>If you’re planning a multi-day event, corporate retreat or destination weekend wedding, the venue has 2 guest rooms on-site that can sleep up to five. As the celebrations come to an end, and the party starts to wind down, you will love the convenience of retiring to the beautiful accommodation at the estate.</p>
<p>&nbsp;</p>
",,property,https://blvdguide.com/property/wempa-garden/,https://blvdguide.com/wp-content/uploads/2025/02/PSX_20250222_080224.jpg|https://blvdguide.com/wp-content/uploads/2025/02/IMG_2893.jpg|https://blvdguide.com/wp-content/uploads/2025/02/1000296298.jpg|https://blvdguide.com/wp-content/uploads/2025/02/1000296301.jpg,PSX_20250222_080224.jpg|IMG_2893.jpg|1000296298.jpg|1000296301.jpg,/home1/swaffilm/public_html/wp-content/uploads/2025/02/PSX_20250222_080224.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/02/IMG_2893.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/02/1000296298.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/02/1000296301.jpg,17960|17961|17962|17963,https://blvdguide.com/wp-content/uploads/2025/02/PSX_20250222_080224.jpg,Garden,Verified,Kenya,"Events &amp; Experiences>Baby shower|Amenities>Backup Generator|Amenities>Barbeque|Events &amp; Experiences>Birthday Party|Events &amp; Experiences>Bridal Shower|Amenities>Cooking Area/Kitchen|Amenities>Electricity|Events &amp; Experiences>Graduation Party|Events &amp; Experiences>Group Dining|Amenities>Lawn|Amenities>Security|Amenities>Self Catering|Amenities>Water|Events &amp; Experiences>Wedding|Amenities>WiFi",Outdoor,Kandara,,Wempa,300,"'-0.953009,37.107665",enable
17980,"Karen Village Mugumo Garden",,,property,https://blvdguide.com/property/karen-village-garden/,https://blvdguide.com/wp-content/uploads/2025/03/IMG_84061.jpg,IMG_84061.jpg,/home1/swaffilm/public_html/wp-content/uploads/2025/03/IMG_84061.jpg,18022,https://blvdguide.com/wp-content/uploads/2025/03/IMG_84061.jpg,Garden,,Kenya,"Amenities>Barbeque|Events &amp; Experiences>Concert|Amenities>Lawn|Events &amp; Experiences>Meeting|Amenities>Parking|Amenities>Security|Events &amp; Experiences>Team Building|Amenities>Washroom|Events &amp; Experiences>Wedding",Outdoor,Nairobi,Nairobi,Karen,800,"'-1.3305993740875375,36.68100962029683",
17996,"The Terrace at LaunchPad","<p>Tired of stuffy corporate venues? Looking for somewhere a little more laidback for your next office party? Then LaunchPad’s <strong> bright and airy terrace </strong> could be the perfect solution. Overlooking Westland’s urban skyline, this venue is , perfect for everything from staff Christmas parties and awards nights to fundraising events and product launches.</p>
<p>The venue seats up to 150 people, and provides customizable catering options with a varied menu including a range of gourmet dishes for you and your entourage to enjoy. The experienced team at LaunchPad understand the importance of attention to detail when helping you plan your special event. These <b>dedicated professionals</b> have curated hundreds of incredible events and will provide impeccable service to ensure that your day runs smoothly, from start to finish.</p>
",,property,https://blvdguide.com/property/the-terrace-at-launchpad/,https://blvdguide.com/wp-content/uploads/2025/02/PSX_20250224_095325.jpg|https://blvdguide.com/wp-content/uploads/2025/02/PSX_20250224_095304.jpg|https://blvdguide.com/wp-content/uploads/2025/02/PSX_20250224_095157.jpg|https://blvdguide.com/wp-content/uploads/2025/02/PSX_20250224_095106.jpg|https://blvdguide.com/wp-content/uploads/2025/02/PSX_20250224_095019.jpg|https://blvdguide.com/wp-content/uploads/2025/02/IMG_2779-1.jpg|https://blvdguide.com/wp-content/uploads/2025/02/IMG_2777-2.jpg|https://blvdguide.com/wp-content/uploads/2025/02/IMG_2781-2.jpg,PSX_20250224_095325.jpg|PSX_20250224_095304.jpg|PSX_20250224_095157.jpg|PSX_20250224_095106.jpg|PSX_20250224_095019.jpg|IMG_2779-1.jpg|IMG_2777-2.jpg|IMG_2781-2.jpg,/home1/swaffilm/public_html/wp-content/uploads/2025/02/PSX_20250224_095325.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/02/PSX_20250224_095304.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/02/PSX_20250224_095157.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/02/PSX_20250224_095106.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/02/PSX_20250224_095019.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/02/IMG_2779-1.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/02/IMG_2777-2.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/02/IMG_2781-2.jpg,17988|17989|17990|17991|17992|17993|17994|17995,https://blvdguide.com/wp-content/uploads/2025/02/PSX_20250224_095325.jpg,"Rooftop Terrace","New Listing",Kenya,"Amenities>Backup Generator|Events &amp; Experiences>Co-Working|Events &amp; Experiences>Conference|Amenities>Cooking Area/Kitchen|Amenities>In-house Catering|Events &amp; Experiences>Launch|Amenities>Lawn|Events &amp; Experiences>Meeting|Amenities>Security|Amenities>Self Catering|Amenities>Washroom|Amenities>WiFi|Events &amp; Experiences>Workshop",Rooftop,,Nairobi,"Sport's Road",150,"'-1.2465281,36.78607587647184",enable
18003,"Imani Euphoria Garden","<p>Celebrate life’s most cherished moments at Imani Garden &amp; Farm, Ndumberi along Kiambu – Limuru Road. The garden offers the perfect blend of elegance and natural beauty. Whether it’s a milestone birthday, anniversary, or family gathering, the venue features beautiful large lush trees, providing a peaceful outdoor nature experience and the perfect backdrop for memories that last a lifetime.</p>
",,property,https://blvdguide.com/property/imani-euphoria-garden/,https://blvdguide.com/wp-content/uploads/2025/02/PSX_20250225_201731.jpg|https://blvdguide.com/wp-content/uploads/2025/02/PSX_20250225_202203.jpg|https://blvdguide.com/wp-content/uploads/2025/02/PSX_20250225_201808.jpg,PSX_20250225_201731.jpg|PSX_20250225_202203.jpg|PSX_20250225_201808.jpg,/home1/swaffilm/public_html/wp-content/uploads/2025/02/PSX_20250225_201731.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/02/PSX_20250225_202203.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/02/PSX_20250225_201808.jpg,18002|18000|18001,https://blvdguide.com/wp-content/uploads/2025/02/PSX_20250225_201731.jpg,Garden,"Alcohol Free|Verified",Kenya,"Amenities>Cooking Area/Kitchen|Events &amp; Experiences>Graduation Party|Amenities>Parking|Events &amp; Experiences>Reception|Amenities>Self Catering|Events &amp; Experiences>Team Building|Amenities>Washroom|Amenities>Water|Events &amp; Experiences>Wedding",Outdoor,Kiambu,Kiambu,"Kiambu Road",1000,"'-1.1510837533593998,36.80772848591404",enable
18005,"Imani Vibes Garden","<p>Celebrate life’s most cherished moments at Imani Garden &amp; Farm, Ndumberi along Kiambu – Limuru Road. The garden offers the perfect blend of elegance and natural beauty. Whether it’s a milestone birthday, anniversary, or family gathering, the venue features beautiful large lush trees, providing a peaceful outdoor nature experience and the perfect backdrop for memories that last a lifetime.</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
",,property,https://blvdguide.com/property/imani-vibes-garden/,https://blvdguide.com/wp-content/uploads/2025/02/PSX_20250225_201914.jpg,PSX_20250225_201914.jpg,/home1/swaffilm/public_html/wp-content/uploads/2025/02/PSX_20250225_201914.jpg,18004,https://blvdguide.com/wp-content/uploads/2025/02/PSX_20250225_201914.jpg,Garden,"Alcohol Free",Kenya,"Events &amp; Experiences>Baby shower|Events &amp; Experiences>Birthday Party|Events &amp; Experiences>Bridal Shower|Amenities>Cooking Area/Kitchen|Amenities>Electricity|Events &amp; Experiences>Graduation Party|Amenities>Parking|Events &amp; Experiences>Photoshoot|Events &amp; Experiences>Picnic|Events &amp; Experiences>Reception|Amenities>Waiting Suites|Amenities>Washroom|Amenities>Water|Events &amp; Experiences>Wedding",,Kiambu,Kiambu,"Kiambu Road",200,"'-1.1475654031140927,36.801029424428584",enable
18010,"Karen Village Bishop Court","<p>Karen Village is located in Kerarapon along Ngong Road, 3KM from Karen Shopping Centre. It is a uniquely curated space meant to foster both community and innovation with the design incorporating specific elements that not only enhance the ambience but also boost creativity.</p>
<p>The Bishops Court  is  a double-storey building dedicated to all bishops in Kenya since 1884. The space is inspired by Swahili interiors and furniture which boasts of fine workmanship and intimate detailing. The wood in the railings, floors and doors was sourced from Mombasa and is over 160 years old. The Bishops Court is designed specifically for artistic gatherings and/or for use as a gallery. It accommodates up to 100 people and is available for both intimate and large ceremonies.</p>
",,property,https://blvdguide.com/property/karen-village-bishop-court/,https://blvdguide.com/wp-content/uploads/2025/03/PSX_20250309_1349451.jpg|https://blvdguide.com/wp-content/uploads/2025/03/PSX_20250309_1350251.jpg|https://blvdguide.com/wp-content/uploads/2025/03/PSX_20250309_1350061.jpg,PSX_20250309_1349451.jpg|PSX_20250309_1350251.jpg|PSX_20250309_1350061.jpg,/home1/swaffilm/public_html/wp-content/uploads/2025/03/PSX_20250309_1349451.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/03/PSX_20250309_1350251.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/03/PSX_20250309_1350061.jpg,18007|18008|18009,https://blvdguide.com/wp-content/uploads/2025/03/PSX_20250309_1349451.jpg,"Meeting Room",,Kenya,"Events &amp; Experiences>Conference|Events &amp; Experiences>Content Creation|Events &amp; Experiences>Launch|Events &amp; Experiences>Meeting|Amenities>Parking|Amenities>Security|Amenities>Waiting Suites|Amenities>Washroom",Indoor,Nairobi,Nairobi,Karen,100,"'-1.3309744000000001,36.68070035357033",enable
18015,"Karen Village Swahili Room","<p>Karen Village is located in Kerarapon along Ngong Road, 3KM from Karen Shopping Centre. It is a uniquely curated space meant to foster both community and innovation with the design incorporating specific elements that not only enhance the ambience but also boost creativity.</p>
<p>The Swahili Room is  found within VR-1 Building. If features coral lined walls and high ceilings. It is designed specifically for artistic gatherings and/or for use as a gallery. The walls are curated with pieces from various artists.  It accommodates up to 100 people and is available for both intimate and large ceremonies.</p>
",,property,https://blvdguide.com/property/karen-village-swahili-room/,https://blvdguide.com/wp-content/uploads/2025/03/PSX_20250309_1351401.jpg|https://blvdguide.com/wp-content/uploads/2025/03/PSX_20250309_1351571.jpg|https://blvdguide.com/wp-content/uploads/2025/03/PSX_20250309_1352251.jpg|https://blvdguide.com/wp-content/uploads/2025/03/PSX_20250309_1352581.jpg,PSX_20250309_1351401.jpg|PSX_20250309_1351571.jpg|PSX_20250309_1352251.jpg|PSX_20250309_1352581.jpg,/home1/swaffilm/public_html/wp-content/uploads/2025/03/PSX_20250309_1351401.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/03/PSX_20250309_1351571.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/03/PSX_20250309_1352251.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/03/PSX_20250309_1352581.jpg,18011|18012|18013|18014,https://blvdguide.com/wp-content/uploads/2025/03/PSX_20250309_1351401.jpg,"Meeting Room",,Kenya,"Amenities>Backup Generator|Events &amp; Experiences>Concert|Events &amp; Experiences>Conference|Events &amp; Experiences>Content Creation|Amenities>In-house Catering|Events &amp; Experiences>Interview|Events &amp; Experiences>Launch|Amenities>Lawn|Events &amp; Experiences>Meeting|Amenities>Parking|Amenities>WiFi",Indoor,Nairobi,Nairobi,Karen,300,"'-1.3309744000000001,36.68070035357033",enable
18020,"Karen Village Hall","<p>Karen Village is located in Kerarapon along Ngong Road, 3KM from Karen Shopping Centre. It is a uniquely curated space meant to foster both community and innovation with the design incorporating specific elements that not only enhance the ambience but also boost creativity.  The Conference Hall is  found within VR-1 Building. It accommodates up to 500 people and is available for both intimate and large ceremonies.</p>
<p><a href=""https://www.karen-village.com/conference"">https://www.karen-village.com/conference</a></p>
",,property,https://blvdguide.com/property/karen-village-hall/,https://blvdguide.com/wp-content/uploads/2025/03/PSX_20250309_1354251.jpg|https://blvdguide.com/wp-content/uploads/2025/03/PSX_20250309_1354471.jpg|https://blvdguide.com/wp-content/uploads/2025/03/PSX_20250309_1353271.jpg,PSX_20250309_1354251.jpg|PSX_20250309_1354471.jpg|PSX_20250309_1353271.jpg,/home1/swaffilm/public_html/wp-content/uploads/2025/03/PSX_20250309_1354251.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/03/PSX_20250309_1354471.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/03/PSX_20250309_1353271.jpg,18016|18017|18019,https://blvdguide.com/wp-content/uploads/2025/03/PSX_20250309_1354251.jpg,"Indoor Space",,Kenya,"Amenities>Backup Generator|Events &amp; Experiences>Concert|Events &amp; Experiences>Conference|Events &amp; Experiences>Day Party|Amenities>Electricity|Events &amp; Experiences>Interview|Events &amp; Experiences>Launch|Events &amp; Experiences>Reception|Amenities>WiFi",Indoor,Nairobi,Nairobi,Karen,500,"'-1.3309744000000001,36.68070035357033",enable
18049,"TuWork Co-Working Nairobi","<p style=""text-align: left"">TuWork is a premium coworking space in <a href=""https://g.co/kgs/hZ8kqT2"">Lavington</a>, Nairobi, designed for freelancers, startups, SMEs, and remote teams looking for a professional, collaborative, and inspiring work environment. We offer flexible workspaces, private offices, meeting rooms, and event spaces tailored to support productivity and business growth.</p>
<p style=""text-align: left"">TuWork offers a variety of work and event spaces to suit different professional needs including coworking spaces, private offices and meeting rooms accommodating between 4 – 15 pax ideal for corporate meetings, boardrooms, and video conferencing</p>
<h4><strong>Amenities &amp; Features</strong></h4>
<ul>
<li>High-speed Wi-Fi &amp; power backup</li>
<li>24/7 secure access for private offices</li>
<li>Meeting rooms with video conferencing</li>
<li>Outdoor breakout areas &amp; terrace bar</li>
<li>Mail &amp; package handling services</li>
<li>Complimentary tea, coffee &amp; filtered water</li>
<li>On-site café &amp; catering options available</li>
<li>Ample parking &amp; professional front desk support</li>
</ul>
",,property,https://blvdguide.com/property/tuwork-co-working-nairobi/,https://blvdguide.com/wp-content/uploads/2025/03/Communal-Workspace.jpg|https://blvdguide.com/wp-content/uploads/2025/03/Dedicated-Workspace.jpg|https://blvdguide.com/wp-content/uploads/2025/03/Communal-Workspace-2.jpg|https://blvdguide.com/wp-content/uploads/2025/03/IMG-20250304-WA0046.jpg|https://blvdguide.com/wp-content/uploads/2025/03/IMG-20250227-WA0024.jpg|https://blvdguide.com/wp-content/uploads/2025/03/IMG-20250304-WA0048.jpg|https://blvdguide.com/wp-content/uploads/2025/03/IMG-20250308-WA0001.jpg,Communal-Workspace.jpg|Dedicated-Workspace.jpg|Communal-Workspace-2.jpg|IMG-20250304-WA0046.jpg|IMG-20250227-WA0024.jpg|IMG-20250304-WA0048.jpg|IMG-20250308-WA0001.jpg,/home1/swaffilm/public_html/wp-content/uploads/2025/03/Communal-Workspace.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/03/Dedicated-Workspace.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/03/Communal-Workspace-2.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/03/IMG-20250304-WA0046.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/03/IMG-20250227-WA0024.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/03/IMG-20250304-WA0048.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/03/IMG-20250308-WA0001.jpg,18042|18043|18044|18045|18046|18047|18048,https://blvdguide.com/wp-content/uploads/2025/03/Communal-Workspace.jpg,Co-Working,,Kenya,"Events &amp; Experiences>Co-Working|Events &amp; Experiences>Meeting",Indoor,,Nairobi,,15,"'-1.2740678,36.7762269",enable
18058,"TuWork Meeting Room","<p>TuWork is a premium coworking space in <a href=""https://g.co/kgs/hZ8kqT2"">Lavington</a>, Nairobi, designed for freelancers, startups, SMEs, and remote teams looking for a professional, collaborative, and inspiring work environment. We offer flexible workspaces, private offices, meeting rooms, and event spaces tailored to support productivity and business growth.</p>
<p>TuWork offers a variety of work and event spaces to suit different professional needs including coworking spaces, private offices and meeting rooms accommodating between 4 – 15 pax ideal for corporate meetings, boardrooms, and video conferencing</p>
<h4></h4>
<h4><strong>Amenities &amp; Features</strong></h4>
<ul>
<li>High-speed Wi-Fi &amp; power backup</li>
<li>24/7 secure access for private offices</li>
<li>Meeting rooms with video conferencing</li>
<li>Outdoor breakout areas &amp; terrace bar</li>
<li>Mail &amp; package handling services</li>
<li>Complimentary tea, coffee &amp; filtered water</li>
<li>On-site café &amp; catering options available</li>
<li>Ample parking &amp; professional front desk support</li>
</ul>
",,property,https://blvdguide.com/property/tuwork-meeting-room/,https://blvdguide.com/wp-content/uploads/2025/03/Boardroom.jpg|https://blvdguide.com/wp-content/uploads/2025/03/IMG-20250227-WA0033.jpg|https://blvdguide.com/wp-content/uploads/2025/03/IMG-20250227-WA0034.jpg|https://blvdguide.com/wp-content/uploads/2025/03/IMG-20250227-WA0036.jpg|https://blvdguide.com/wp-content/uploads/2025/03/IMG-20250227-WA0045.jpg|https://blvdguide.com/wp-content/uploads/2025/03/Lounge.jpg|https://blvdguide.com/wp-content/uploads/2025/03/IMG-20250227-WA0031.jpg,Boardroom.jpg|IMG-20250227-WA0033.jpg|IMG-20250227-WA0034.jpg|IMG-20250227-WA0036.jpg|IMG-20250227-WA0045.jpg|Lounge.jpg|IMG-20250227-WA0031.jpg,/home1/swaffilm/public_html/wp-content/uploads/2025/03/Boardroom.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/03/IMG-20250227-WA0033.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/03/IMG-20250227-WA0034.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/03/IMG-20250227-WA0036.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/03/IMG-20250227-WA0045.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/03/Lounge.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/03/IMG-20250227-WA0031.jpg,18051|18052|18053|18054|18055|18056|18057,https://blvdguide.com/wp-content/uploads/2025/03/Boardroom.jpg,"Meeting Room",,Kenya,"Amenities>Backup Generator|Events &amp; Experiences>Co-Working|Events &amp; Experiences>Conference|Events &amp; Experiences>Interview|Events &amp; Experiences>Meeting|Amenities>WiFi",Indoor,,Nairobi,,15,"'-1.2740678,36.7762269",enable
18068,"TuWork Event Space","<p>TuWork is a premium coworking space in <a href=""https://g.co/kgs/hZ8kqT2"">Lavington</a>, Nairobi, designed for freelancers, startups, SMEs, and remote teams looking for a professional, collaborative, and inspiring work environment. We offer flexible workspaces, private offices, meeting rooms, and event spaces tailored to support productivity and business growth.</p>
<p>TuWork offers a variety of work and event spaces to suit different professional needs including coworking spaces, private offices, meeting rooms and an outdoor event space that can accommodate up to 150 pax for mixers, conferences, product launches and evening parties.</p>
<h4></h4>
<h4><strong>Amenities &amp; Features</strong></h4>
<ul>
<li>High-speed Wi-Fi &amp; power backup</li>
<li>24/7 secure access for private offices</li>
<li>Meeting rooms with video conferencing</li>
<li>Outdoor breakout areas &amp; terrace bar</li>
<li>Mail &amp; package handling services</li>
<li>Complimentary tea, coffee &amp; filtered water</li>
<li>On-site café &amp; catering options available</li>
<li>Ample parking &amp; professional front desk support</li>
</ul>
",,property,https://blvdguide.com/property/tuwork-event-space/,https://blvdguide.com/wp-content/uploads/2025/03/events-space.jpg|https://blvdguide.com/wp-content/uploads/2025/03/IMG-20250227-WA0044.jpg,events-space.jpg|IMG-20250227-WA0044.jpg,/home1/swaffilm/public_html/wp-content/uploads/2025/03/events-space.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/03/IMG-20250227-WA0044.jpg,18066|18067,https://blvdguide.com/wp-content/uploads/2025/03/events-space.jpg,Garden,,,"Amenities>Backup Generator|Events &amp; Experiences>Conference|Events &amp; Experiences>Day Party|Amenities>In-house Catering|Events &amp; Experiences>Launch|Events &amp; Experiences>Meeting|Amenities>WiFi|Events &amp; Experiences>Workshop",Outdoor,,,,150,,enable
18090,"Balcony Farm Gardens",,,property,https://blvdguide.com/property/balcony-farm-gardens/,https://blvdguide.com/wp-content/uploads/2025/04/1000323307-1.jpg|https://blvdguide.com/wp-content/uploads/2025/04/1000323301-2.jpg|https://blvdguide.com/wp-content/uploads/2025/04/1000323297.jpg|https://blvdguide.com/wp-content/uploads/2025/04/1000323304-1.jpg,1000323307-1.jpg|1000323301-2.jpg|1000323297.jpg|1000323304-1.jpg,/home1/swaffilm/public_html/wp-content/uploads/2025/04/1000323307-1.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/04/1000323301-2.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/04/1000323297.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/04/1000323304-1.jpg,18086|18087|18088|18089,https://blvdguide.com/wp-content/uploads/2025/04/1000323307-1.jpg,Garden,,Kenya,"Events &amp; Experiences>Anniversary|Events &amp; Experiences>Baby shower|Amenities>Barbeque|Events &amp; Experiences>Birthday Party|Amenities>Cooking Area/Kitchen|Events &amp; Experiences>Day Party|Events &amp; Experiences>Graduation Party|Events &amp; Experiences>Group Dining|Amenities>In-house Catering|Amenities>In-house Décor|Amenities>Lawn|Events &amp; Experiences>Meeting|Amenities>Parking|Events &amp; Experiences>Reception|Amenities>Self Catering|Events &amp; Experiences>Team Building|Amenities>Waiting Suites|Amenities>Washroom|Events &amp; Experiences>Wedding",Outdoor,Kiambu,Kiambu,"Kiambu Road",300,"'-1.2069476996848203,36.847879603045634",enable
18092,"Bonsai Villa Secret Garden","<p>Does it get better than a secluded haven with the most stunning garden scapes?</p>
",,property,https://blvdguide.com/property/bonsai-secret-garden/,https://blvdguide.com/wp-content/uploads/2025/05/1000352355.jpg|https://blvdguide.com/wp-content/uploads/2025/05/1000352352.jpg|https://blvdguide.com/wp-content/uploads/2025/05/1000352361.jpg|https://blvdguide.com/wp-content/uploads/2025/05/1000352364.jpg|https://blvdguide.com/wp-content/uploads/2025/05/1000352370.jpg|https://blvdguide.com/wp-content/uploads/2025/05/1000352358.jpg,1000352355.jpg|1000352352.jpg|1000352361.jpg|1000352364.jpg|1000352370.jpg|1000352358.jpg,/home1/swaffilm/public_html/wp-content/uploads/2025/05/1000352355.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/05/1000352352.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/05/1000352361.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/05/1000352364.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/05/1000352370.jpg|/home1/swaffilm/public_html/wp-content/uploads/2025/05/1000352358.jpg,18123|18124|18126|18127|18128|18129,https://blvdguide.com/wp-content/uploads/2025/05/1000352355.jpg,Garden,,Kenya,"Amenities>Barbeque|Events &amp; Experiences>Birthday Party|Events &amp; Experiences>Bridal Shower|Amenities>Cooking Area/Kitchen|Events &amp; Experiences>Day Party|Amenities>Lawn|Events &amp; Experiences>Night Party|Events &amp; Experiences>Pop-up|Amenities>Self Catering|Amenities>Swimming Pool",Outdoor,Nairobi,Nairobi,Gigiri,70,"'-1.230659,36.8058526",enable
